num_stops,time_stopped,average_moving_speed,characteristic_acceleration,aerodynamic_speed_squared,change_ in_kinetic_energy,change_in_potential_energy,class
8.3,8.3,137.0,27,10.3,4,16.7,11
9.3,9.3,169.0,24,11.7,6,12.3,13
7.6,7.6,114.0,30,9.3,4,20.7,10
9.9,9.9,192.0,22,12.7,6,9.3,15
10.5,10.5,201.0,22,13.1,6,8.9,15
10.7,10.7,206.0,21,13.3,6,7.69,15
10.2,10.2,188.0,23,12.5,6,10.5,14
10.0,10.0,199.0,22,13.0,6,9.0,15
10.8,10.8,197.0,22,12.9,6,9.1,14
11.8,11.8,233.0,19,14.5,8,4.5,16
7.9,7.9,112.0,31,9.2,4,21.8,10
9.7,9.7,183.0,23,12.3,6,10.7,14
11.7,11.7,247.0,19,15.1,8,3.90,17
11.5,11.5,213.0,21,13.6,6,7.4,15
12.8,12.8,252.0,18,15.3,8,2.69,17
11.7,11.7,229.0,20,14.3,6,5.69,16
12.7,12.7,286.0,17,16.8,8,0.19,20
11.2,11.2,220.0,20,13.9,6,6.1,16
12.5,12.5,256.0,18,15.5,8,2.5,17
14.0,14.0,300.0,16,17.4,8,1.39,20
10.7,10.7,206.0,21,13.3,6,7.69,15
12.1,12.1,252.0,18,15.3,8,2.69,18
13.8,13.8,289.0,17,16.9,8,0.10,19
14.3,14.3,307.0,16,17.7,8,1.69,20
13.1,13.1,282.0,17,16.6,8,0.39,19
13.5,13.5,277.0,17,16.4,8,0.60,18
14.0,14.0,300.0,16,17.4,8,1.39,20
14.2,14.2,282.0,17,16.6,8,0.39,18
14.3,14.3,289.0,17,16.9,8,0.10,19
13.8,13.8,289.0,17,16.9,8,0.10,19
15.0,15.0,323.0,15,18.4,8,3.39,21
14.3,14.3,286.0,17,16.8,8,0.19,18
15.0,15.0,307.0,16,17.7,8,1.69,19
11.0,11.0,213.0,21,13.6,6,7.4,15
11.4,11.4,227.0,20,14.2,8,5.80,16
12.1,12.1,252.0,18,15.3,8,2.69,18
12.0,12.0,227.0,20,14.2,6,5.80,16
12.0,12.0,233.0,19,14.5,8,4.5,16
11.0,11.0,217.0,20,13.8,6,6.19,16
11.6,11.6,233.0,19,14.5,8,4.5,16
12.9,12.9,270.0,18,16.1,8,1.89,18
11.6,11.6,220.0,20,13.9,6,6.1,15
12.5,12.5,247.0,19,15.1,8,3.90,17
12.1,12.1,240.0,19,14.8,6,4.19,17
11.7,11.7,247.0,19,15.1,8,3.90,17
12.2,12.2,254.0,18,15.4,8,2.59,18
12.1,12.1,229.0,20,14.3,6,5.69,16
12.1,12.1,236.0,19,14.6,8,4.4,16
8.8,8.8,137.0,27,10.3,4,16.7,11
9.1,9.1,162.0,25,11.4,6,13.6,13
8.8,8.8,151.0,26,10.9,6,15.1,12
9.5,9.5,174.0,24,11.9,6,12.1,13
8.2,8.2,123.0,29,9.7,4,19.3,10
8.9,8.9,160.0,25,11.3,6,13.7,13
9.9,9.9,183.0,23,12.3,6,10.7,14
11.4,11.4,222.0,20,14.0,8,6.0,16
12.1,12.1,240.0,19,14.8,8,4.19,17
9.4,9.4,174.0,24,11.9,6,12.1,14
12.4,12.4,263.0,18,15.8,8,2.19,18
12.8,12.8,284.0,17,16.7,8,0.30,19
10.0,10.0,185.0,23,12.4,6,10.6,14
12.9,12.9,270.0,18,16.1,8,1.89,18
9.7,9.7,219.0,24,11.8,8,12.2,13
10.3,10.3,229.0,23,12.2,8,10.8,13
10.6,10.6,243.0,22,12.7,8,9.3,14
11.2,11.2,204.0,21,13.2,6,7.80,14
11.4,11.4,222.0,20,14.0,8,6.0,16
13.9,13.9,282.0,17,16.6,8,0.39,18
9.8,9.8,185.0,23,12.4,6,10.6,14
12.4,12.4,263.0,18,15.8,8,2.19,18
12.8,12.8,284.0,17,16.7,8,0.30,19
10.0,10.0,185.0,23,12.4,6,10.6,14
12.9,12.9,270.0,18,16.1,8,1.89,18
9.8,9.8,224.0,24,12.0,8,12.0,13
10.4,10.4,232.0,23,12.3,8,10.7,13
10.9,10.9,251.0,22,13.0,8,9.0,14
11.7,11.7,227.0,20,14.2,6,5.80,16
12.9,12.9,256.0,18,15.5,8,2.5,17
13.0,13.0,268.0,18,16.0,8,2.0,18
11.3,11.3,217.0,20,13.8,6,6.19,15
13.7,13.7,286.0,17,16.8,8,0.19,19
14.5,14.5,314.0,16,18.0,8,2.0,20
12.6,12.6,238.0,19,14.7,6,4.30,16
14.4,14.4,296.0,16,17.2,8,1.19,19
11.3,11.3,259.0,21,13.3,8,7.69,15
10.3,10.3,235.0,23,12.4,8,10.6,14
11.6,11.6,275.0,20,13.9,8,6.1,15
11.7,11.7,227.0,20,14.2,6,5.80,16
12.9,12.9,256.0,18,15.5,8,2.5,17
13.4,13.4,275.0,17,16.3,8,0.69,18
11.3,11.3,217.0,20,13.8,6,6.19,15
13.6,13.6,286.0,17,16.8,8,0.19,19
14.4,14.4,309.0,16,17.8,8,1.80,20
12.6,12.6,238.0,19,14.7,6,4.30,16
14.4,14.4,298.0,16,17.3,8,1.30,19
11.3,11.3,259.0,21,13.3,8,7.69,15
11.2,11.2,251.0,22,13.0,8,9.0,14
11.7,11.7,275.0,20,13.9,8,6.1,15
10.3,10.3,197.0,22,12.9,6,9.1,15
10.4,10.4,201.0,22,13.1,6,8.9,15
8.3,8.3,137.0,27,10.3,4,16.7,11
9.3,9.3,169.0,24,11.7,6,12.3,13
7.6,7.6,114.0,30,9.3,4,20.7,10
9.9,9.9,192.0,22,12.7,6,9.3,15
10.5,10.5,201.0,22,13.1,6,8.9,15
10.7,10.7,206.0,21,13.3,6,7.69,15
10.2,10.2,188.0,23,12.5,6,10.5,14
10.0,10.0,199.0,22,13.0,6,9.0,15
8.8,8.8,137.0,27,10.3,4,16.7,11
8.2,8.2,123.0,29,9.7,4,19.3,10
9.1,9.1,162.0,25,11.4,6,13.6,13
8.9,8.9,160.0,25,11.3,6,13.7,13
8.6,8.6,132.0,28,10.1,4,17.9,11
9.6,9.6,167.0,24,11.6,6,12.4,13
8.2,8.2,118.0,30,9.5,4,20.5,10
9.7,9.7,167.0,24,11.6,6,12.4,13
11.7,11.7,215.0,21,13.7,6,7.30,15
10.4,10.4,174.0,24,11.9,4,12.1,13
12.0,12.0,222.0,20,14.0,6,6.0,15
10.7,10.7,181.0,23,12.2,6,10.8,13
10.7,10.7,185.0,23,12.4,6,10.6,13
12.3,12.3,213.0,21,13.6,6,7.4,14
11.3,11.3,199.0,22,13.0,6,9.0,14
9.4,9.4,139.0,27,10.4,4,16.6,11
9.7,9.7,167.0,24,11.6,6,12.4,13
7.9,7.9,116.0,30,9.4,4,20.6,10
9.4,9.4,167.0,24,11.6,6,12.4,13
13.5,13.5,259.0,18,15.6,6,2.40,17
10.2,10.2,162.0,25,11.4,4,13.6,12
11.9,11.9,220.0,20,13.9,6,6.1,15
10.4,10.4,199.0,22,13.0,6,9.0,15
10.7,10.7,206.0,21,13.3,6,7.69,15
10.7,10.7,204.0,21,13.2,6,7.80,15
11.5,11.5,222.0,20,14.0,6,6.0,16
11.2,11.2,204.0,21,13.2,6,7.80,14
13.2,13.2,256.0,18,15.5,8,2.5,17
14.0,14.0,284.0,17,16.7,8,0.30,18
10.2,10.2,232.0,23,12.3,8,10.7,14
13.2,13.2,245.0,19,15.0,6,4.0,16
13.2,13.2,256.0,18,15.5,8,2.5,17
14.0,14.0,284.0,17,16.7,8,0.30,18
12.7,12.7,261.0,18,15.7,8,2.30,18
13.2,13.2,245.0,19,15.0,6,4.0,16
14.0,14.0,284.0,17,16.7,8,0.30,18
9.5,9.5,160.0,25,11.3,6,13.7,12
8.7,8.7,167.0,24,11.6,6,12.4,13
9.4,9.4,174.0,24,11.9,6,12.1,14
10.0,10.0,188.0,23,12.5,6,10.5,14
8.6,8.6,132.0,28,10.1,4,17.9,11
9.0,9.0,153.0,26,11.0,6,15.0,12
8.6,8.6,146.0,26,10.7,6,15.3,12
9.2,9.2,160.0,25,11.3,6,13.7,13
8.6,8.6,132.0,28,10.1,4,17.9,11
9.0,9.0,153.0,26,11.0,6,15.0,12
9.2,9.2,160.0,25,11.3,6,13.7,13
8.6,8.6,146.0,26,10.7,6,15.3,12
9.2,9.2,160.0,25,11.3,6,13.7,13
9.4,9.4,174.0,24,11.9,6,12.1,14
10.2,10.2,183.0,23,12.3,6,10.7,14
10.0,10.0,188.0,23,12.5,6,10.5,14
12.7,12.7,227.0,20,14.2,6,5.80,15
15.2,15.2,286.0,17,16.8,8,0.19,18
12.4,12.4,254.0,18,15.4,8,2.59,17
12.7,12.7,227.0,20,14.2,6,5.80,15
16.1,16.1,309.0,16,17.8,8,1.80,19
13.5,13.5,277.0,17,16.4,8,0.60,18
12.7,12.7,227.0,20,14.2,6,5.80,15
15.2,15.2,286.0,17,16.8,8,0.19,18
12.4,12.4,-65.0,18,15.4,8,2.59,17
